,Combined_ID,Year,How.satisfied.are.you.with.your.life.in.general,How.satisfied.are.you.with.Somerville.as.a.place.to.live,How.satisfied.are.you.with.your.neighborhood,How.proud.are.you.to.be.a.Somerville.resident,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood,How.satisfied.are.you.with.the.quality.and.number.of.transportation.options.available.to.you,Class
0,0.7579218374673218,0.6730878216278093,-0.43637458898714454,0.36876278727575185,0.5698398590748898,0.44295392520025473,1.2382812550959472,-0.5897907345952931,0.2919879686737962,0.13588138488364307,0
1,0.8301509906944609,1.3301663155436716,1.0480343919516482,-0.507387712534751,-1.1712193492517957,-0.7278931124767302,0.06679753842432919,-1.1066805216638214,-0.685931355099927,-0.5684589443531637,1
2,0.5174570788974673,0.6730878216278093,0.67693214671695,-0.7871430210882341,1.005104661156561,0.9503209748602816,1.2382812550959472,1.4777684136788203,-0.19697169321306537,-0.37882885571248504,1
3,0.17605095712198368,-1.2981476601197777,1.4191366371863463,1.139366659518409,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
4,-2.1330388047418984,-1.2981476601197777,-0.43637458898714454,0.36876278727575185,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
5,0.7363876799834542,0.6730878216278093,1.0480343919516482,0.7540647233970805,1.4403694632382325,0.9503209748602816,1.2382812550959472,0.960878626610292,1.2699072924475194,1.6800121066720273,0
6,-0.6489764514786923,-1.2981476601197777,-1.549681324691239,-0.7871430210882341,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
7,0.9113527095398781,1.3301663155436716,-0.06527234375244634,0.36876278727575185,0.5698398590748898,-0.7278931124767302,0.06679753842432919,1.4777684136788203,0.2919879686737962,-0.5684589443531637,1
8,0.727415114365176,0.6730878216278093,-0.06527234375244634,-0.01653914884557679,0.13457505699321837,-0.5717801741197989,1.2382812550959472,-0.5897907345952931,-0.19697169321306537,-0.8935390963086131,0
9,-0.7588903803025997,-1.2981476601197777,-1.178579079456541,0.36876278727575185,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
10,0.6085286199229906,0.6730878216278093,1.0480343919516482,0.7540647233970805,1.4403694632382325,0.44295392520025473,1.2382812550959472,0.4439888395417636,1.2699072924475194,-0.8935390963086131,0
11,0.6435216258342753,0.6730878216278093,0.67693214671695,0.36876278727575185,0.5698398590748898,0.44295392520025473,0.06679753842432919,0.4439888395417636,0.2919879686737962,1.1653018660758991,0
12,-0.10523897501103635,-1.2981476601197777,-0.8074768342218427,0.7540647233970805,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
13,0.7040864437576528,0.6730878216278093,0.67693214671695,0.36876278727575185,-0.30068974508845303,-0.5717801741197989,-1.1046861782472888,-1.6235703087323496,-1.1748910169867886,-2.4376698180969973,0
14,0.5659089332361693,0.6730878216278093,1.0480343919516482,-0.01653914884557679,-0.30068974508845303,0.44295392520025473,0.06679753842432919,0.4439888395417636,-1.1748910169867886,1.1653018660758991,0
15,0.446125182232156,0.6730878216278093,1.0480343919516482,0.7540647233970805,1.005104661156561,0.9503209748602816,0.06679753842432919,0.960878626610292,1.2699072924475194,1.1653018660758991,0
16,0.5614226504270303,0.6730878216278093,0.30582990148225186,0.36876278727575185,0.5698398590748898,-0.5717801741197989,0.06679753842432919,0.4439888395417636,0.2919879686737962,0.13588138488364307,0
17,-0.29007382674756627,-1.2981476601197777,-0.8074768342218427,-0.7871430210882341,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
18,0.4371526166138779,0.6730878216278093,1.0480343919516482,0.36876278727575185,0.13457505699321837,0.44295392520025473,0.06679753842432919,-0.07290094752676471,0.7809476305606579,0.6505916254797711,0
19,0.46317305690688454,0.6730878216278093,0.67693214671695,-0.7871430210882341,0.5698398590748898,0.44295392520025473,0.06679753842432919,0.960878626610292,-0.19697169321306537,0.6505916254797711,0
20,-1.0944643344262026,-1.2981476601197777,-0.8074768342218427,-0.7871430210882341,-0.6861481270314256,-0.7278931124767302,-0.5399709507235344,-0.5322097479529438,-0.47818683554177865,-0.5684589443531637,1
